listing_id,host_id,score_type,score
9174327,30988044,Value,4.94
9217030,47929873,Accuracy,4.98
9217030,47929873,Cleanliness,4.97
9217030,47929873,Checkin,5
9217030,47929873,Communication,5
9217030,47929873,Location,4.96
9217030,47929873,Value,4.92
9233533,469819,Accuracy,4.93
9233533,469819,Cleanliness,4.93
9233533,469819,Checkin,4.96
9233533,469819,Communication,4.97
9233533,469819,Location,4.82
9233533,469819,Value,4.89
9234966,48002378,Accuracy,4.97
9234966,48002378,Cleanliness,4.97
9234966,48002378,Checkin,4.99
9234966,48002378,Communication,4.99
9234966,48002378,Location,4.96
9234966,48002378,Value,4.91
9262389,11853720,Accuracy,4.9
9262389,11853720,Cleanliness,4.9
9262389,11853720,Checkin,4.93
9262389,11853720,Communication,4.93
9262389,11853720,Location,4.82
9262389,11853720,Value,4.81
9303743,48299575,Accuracy,4.92
9303743,48299575,Cleanliness,4.92
9303743,48299575,Checkin,4.85
9303743,48299575,Communication,4.62
9303743,48299575,Location,4.46
9303743,48299575,Value,4.69
9350960,38494686,Accuracy,4.94
9350960,38494686,Cleanliness,4.83
9350960,38494686,Checkin,4.94
9350960,38494686,Communication,4.95
9350960,38494686,Location,4.82
9350960,38494686,Value,4.78
9364302,10397663,Accuracy,5
9364302,10397663,Cleanliness,4.88
9364302,10397663,Checkin,5
9364302,10397663,Communication,5
9364302,10397663,Location,5
9364302,10397663,Value,4.63
9367465,48604323,Accuracy,5
9367465,48604323,Cleanliness,4.97
9367465,48604323,Checkin,4.98
9367465,48604323,Communication,4.99
9367465,48604323,Location,4.93
9367465,48604323,Value,4.93
9368342,1039322,Accuracy,5
9368342,1039322,Cleanliness,5
9368342,1039322,Checkin,5
9368342,1039322,Communication,5
9368342,1039322,Location,4.9
9368342,1039322,Value,4.93
9407255,11656980,Accuracy,5
9407255,11656980,Cleanliness,5
9407255,11656980,Checkin,5
9407255,11656980,Communication,5
9407255,11656980,Location,4.86
9407255,11656980,Value,5
9435521,45329766,Accuracy,4.95
9435521,45329766,Cleanliness,4.96
9435521,45329766,Checkin,4.99
9435521,45329766,Communication,4.95
9435521,45329766,Location,4.8
9435521,45329766,Value,4.84
9448215,48441443,Accuracy,4.5
9448215,48441443,Cleanliness,4
9448215,48441443,Checkin,4.83
9448215,48441443,Communication,4.83
9448215,48441443,Location,5
9448215,48441443,Value,4.5
9449437,6407320,Accuracy,4.8
9449437,6407320,Cleanliness,4.64
9449437,6407320,Checkin,4.89
9449437,6407320,Communication,4.9
9449437,6407320,Location,4.9
9449437,6407320,Value,4.75
9457328,23093151,Accuracy,4.82
9457328,23093151,Cleanliness,4.73
9457328,23093151,Checkin,4.95
9457328,23093151,Communication,4.92
9457328,23093151,Location,4.87
9457328,23093151,Value,4.8
9484823,48441443,Accuracy,4.67
9484823,48441443,Cleanliness,4
9484823,48441443,Checkin,4.67
9484823,48441443,Communication,5
9484823,48441443,Location,4.67
9484823,48441443,Value,3.67
9508837,3638194,Accuracy,4.95
9508837,3638194,Cleanliness,4.96
9508837,3638194,Checkin,4.96
9508837,3638194,Communication,4.96
9508837,3638194,Location,4.81
9508837,3638194,Value,4.9
9512909,49292151,Accuracy,4.96
9512909,49292151,Cleanliness,4.96
9512909,49292151,Checkin,4.99
9512909,49292151,Communication,4.97
9512909,49292151,Location,4.85
9512909,49292151,Value,4.9
9522082,11039803,Accuracy,4.91
9522082,11039803,Cleanliness,4.7
9522082,11039803,Checkin,4.97
9522082,11039803,Communication,4.94
9522082,11039803,Location,4.94
9522082,11039803,Value,4.79
9579441,9840816,Accuracy,4.94
9579441,9840816,Cleanliness,4.91
9579441,9840816,Checkin,4.97
9579441,9840816,Communication,4.97
9579441,9840816,Location,4.97
9579441,9840816,Value,4.84
9580021,9840816,Accuracy,4.96
9580021,9840816,Cleanliness,4.92
9580021,9840816,Checkin,4.97
9580021,9840816,Communication,4.98
9580021,9840816,Location,4.95
9580021,9840816,Value,4.87
9587410,26498368,Accuracy,4.81
9587410,26498368,Cleanliness,4.65
9587410,26498368,Checkin,4.89
9587410,26498368,Communication,4.91
9587410,26498368,Location,4.93
9587410,26498368,Value,4.74
9590835,9832490,Accuracy,4.69
9590835,9832490,Cleanliness,4.66
9590835,9832490,Checkin,4.92
9590835,9832490,Communication,4.93
9590835,9832490,Location,4.66
9590835,9832490,Value,4.74
9611409,44101586,Accuracy,4.91
9611409,44101586,Cleanliness,4.89
9611409,44101586,Checkin,4.94
9611409,44101586,Communication,4.87
9611409,44101586,Location,4.92
9611409,44101586,Value,4.82
9632775,2911360,Accuracy,4.63
9632775,2911360,Cleanliness,4.29
9632775,2911360,Checkin,4.67
9632775,2911360,Communication,4.53
9632775,2911360,Location,4.93
9632775,2911360,Value,4.53
9696950,47638002,Accuracy,4.86
9696950,47638002,Cleanliness,4.86
9696950,47638002,Checkin,4.86
9696950,47638002,Communication,4.71
9696950,47638002,Location,4.57
9696950,47638002,Value,4.57
9710851,50133022,Accuracy,4.97
9710851,50133022,Cleanliness,4.97
9710851,50133022,Checkin,4.97
9710851,50133022,Communication,4.98
9710851,50133022,Location,4.69
9710851,50133022,Value,4.89
9714078,19858764,Accuracy,5
9714078,19858764,Cleanliness,5
9714078,19858764,Checkin,5
9714078,19858764,Communication,5
9714078,19858764,Location,5
9714078,19858764,Value,4.92
9803484,6097333,Accuracy,4.92
9803484,6097333,Cleanliness,4.88
9803484,6097333,Checkin,4.95
9803484,6097333,Communication,4.96
9803484,6097333,Location,4.98
9803484,6097333,Value,4.88
9813684,50554731,Accuracy,4.97
9813684,50554731,Cleanliness,4.88
9813684,50554731,Checkin,4.96
9813684,50554731,Communication,4.97
9813684,50554731,Location,4.92
9813684,50554731,Value,4.95
9814002,1249440,Accuracy,4.93
9814002,1249440,Cleanliness,4.93
9814002,1249440,Checkin,4.95
9814002,1249440,Communication,4.92
9814002,1249440,Location,4.72
9814002,1249440,Value,4.87
9820818,50586425,Accuracy,4.84
9820818,50586425,Cleanliness,4.87
9820818,50586425,Checkin,4.96
9820818,50586425,Communication,4.94
9820818,50586425,Location,4.84
9820818,50586425,Value,4.73
9823290,50596206,Accuracy,5
9823290,50596206,Cleanliness,5
9823290,50596206,Checkin,5
9823290,50596206,Communication,5
9823290,50596206,Location,4.94
9823290,50596206,Value,4.98
9880066,1393423,Accuracy,4
9880066,1393423,Cleanliness,5
9880066,1393423,Checkin,5
9880066,1393423,Communication,5
9880066,1393423,Location,5
9880066,1393423,Value,4
9883227,24485668,Accuracy,4.94
9883227,24485668,Cleanliness,4.94
9883227,24485668,Checkin,4.99
9883227,24485668,Communication,4.98
9883227,24485668,Location,4.92
9883227,24485668,Value,4.87
9887142,50862682,Accuracy,4.9
9887142,50862682,Cleanliness,4.97
9887142,50862682,Checkin,4.97
9887142,50862682,Communication,4.94
9887142,50862682,Location,4.86
9887142,50862682,Value,4.84
9907337,50943410,Accuracy,4.99
9907337,50943410,Cleanliness,4.97
9907337,50943410,Checkin,5
9907337,50943410,Communication,4.93
9907337,50943410,Location,4.99
9907337,50943410,Value,4.86
9908591,2511908,Accuracy,5
9908591,2511908,Cleanliness,4.93
9908591,2511908,Checkin,5
9908591,2511908,Communication,4.96
9908591,2511908,Location,4.89
9908591,2511908,Value,4.96
9909445,15438773,Accuracy,4.94
9909445,15438773,Cleanliness,4.88
9909445,15438773,Checkin,4.95
9909445,15438773,Communication,4.95
9909445,15438773,Location,4.87
9909445,15438773,Value,4.84
9945250,51111240,Accuracy,4.95
9945250,51111240,Cleanliness,4.91
9945250,51111240,Checkin,4.97
9945250,51111240,Communication,4.93
9945250,51111240,Location,4.92
9945250,51111240,Value,4.92
9957555,351623,Accuracy,4.86
9957555,351623,Cleanliness,4.92
9957555,351623,Checkin,4.94
9957555,351623,Communication,4.98
9957555,351623,Location,4.82
9957555,351623,Value,4.82
9974658,3740695,Accuracy,4.5
9974658,3740695,Cleanliness,4.5
9974658,3740695,Checkin,4.5
9974658,3740695,Communication,4.5
9974658,3740695,Location,4
9974658,3740695,Value,4
9995551,38387186,Accuracy,4.96
9995551,38387186,Cleanliness,4.96
9995551,38387186,Checkin,4.97
9995551,38387186,Communication,4.95
9995551,38387186,Location,4.94
9995551,38387186,Value,4.89
10054747,51601030,Accuracy,4.98
10054747,51601030,Cleanliness,4.99
10054747,51601030,Checkin,5
10054747,51601030,Communication,4.98
10054747,51601030,Location,4.94
10054747,51601030,Value,4.96
10125020,40753107,Accuracy,4.88
10125020,40753107,Cleanliness,4.82
10125020,40753107,Checkin,4.9
10125020,40753107,Communication,4.91
10125020,40753107,Location,4.84
10125020,40753107,Value,4.74
10252909,22829514,Accuracy,4.94
10252909,22829514,Cleanliness,4.85
10252909,22829514,Checkin,4.9
10252909,22829514,Communication,4.91
10252909,22829514,Location,4.79
10252909,22829514,Value,4.8
10263907,51002035,Accuracy,4.91
10263907,51002035,Cleanliness,4.97
10263907,51002035,Checkin,4.99
10263907,51002035,Communication,4.98
10263907,51002035,Location,4.79
10263907,51002035,Value,4.85
10280132,52869748,Accuracy,4.65
10280132,52869748,Cleanliness,4.92
10280132,52869748,Checkin,4.92
10280132,52869748,Communication,4.79
10280132,52869748,Location,4.94
10280132,52869748,Value,4.8
10292753,4874276,Accuracy,4.82
10292753,4874276,Cleanliness,4.69
10292753,4874276,Checkin,4.81
10292753,4874276,Communication,4.85
10292753,4874276,Location,4.95
10292753,4874276,Value,4.71
10295151,32689598,Accuracy,4.74
10295151,32689598,Cleanliness,4.89
10295151,32689598,Checkin,4.67
10295151,32689598,Communication,4.79
10295151,32689598,Location,4.85
10295151,32689598,Value,4.58
10332096,53169216,Accuracy,4.97
10332096,53169216,Cleanliness,4.99
10332096,53169216,Checkin,4.98
10332096,53169216,Communication,4.99
10332096,53169216,Location,4.77
10332096,53169216,Value,4.95
10332360,32631462,Accuracy,4.95
10332360,32631462,Cleanliness,4.88
10332360,32631462,Checkin,4.94
10332360,32631462,Communication,4.96
10332360,32631462,Location,4.91
10332360,32631462,Value,4.87
10341497,53222841,Accuracy,4.73
10341497,53222841,Cleanliness,4.81
10341497,53222841,Checkin,4.99
10341497,53222841,Communication,4.97
10341497,53222841,Location,4.94
10341497,53222841,Value,4.62
10344631,4221474,Accuracy,4.96
10344631,4221474,Cleanliness,4.84
10344631,4221474,Checkin,5
10344631,4221474,Communication,5
10344631,4221474,Location,4.77
10344631,4221474,Value,4.91
10362672,20769402,Accuracy,4.95
10362672,20769402,Cleanliness,4.93
10362672,20769402,Checkin,5
10362672,20769402,Communication,4.98
10362672,20769402,Location,4.8
10362672,20769402,Value,4.8
10363748,42243933,Accuracy,4.88
10363748,42243933,Cleanliness,4.88
10363748,42243933,Checkin,5
10363748,42243933,Communication,5
10363748,42243933,Location,5
10363748,42243933,Value,4.83
10364350,37091369,Accuracy,4.98
10364350,37091369,Cleanliness,4.94
10364350,37091369,Checkin,4.97
10364350,37091369,Communication,4.95
10364350,37091369,Location,4.9
10364350,37091369,Value,4.96
10459203,53892581,Accuracy,4.98
10459203,53892581,Cleanliness,4.99
10459203,53892581,Checkin,4.99
10459203,53892581,Communication,4.99
10459203,53892581,Location,4.9
10459203,53892581,Value,4.85
10497998,1942286,Accuracy,5
10497998,1942286,Cleanliness,5
10497998,1942286,Checkin,5
10497998,1942286,Communication,4.99
10497998,1942286,Location,4.9
10497998,1942286,Value,4.92
10552175,53650144,Accuracy,5
10552175,53650144,Cleanliness,5
10552175,53650144,Checkin,4.95
10552175,53650144,Communication,5
10552175,53650144,Location,5
10552175,53650144,Value,4.91
10565147,54494966,Accuracy,4.93
10565147,54494966,Cleanliness,4.88
10565147,54494966,Checkin,4.95
10565147,54494966,Communication,4.89
10565147,54494966,Location,4.77
10565147,54494966,Value,4.9
10569919,54518454,Accuracy,4.87
10569919,54518454,Cleanliness,4.9
10569919,54518454,Checkin,4.87
10569919,54518454,Communication,4.96
10569919,54518454,Location,4.98
10569919,54518454,Value,4.65
10588390,23538230,Accuracy,4.98
10588390,23538230,Cleanliness,4.98
10588390,23538230,Checkin,4.97
10588390,23538230,Communication,4.99
10588390,23538230,Location,4.95
10588390,23538230,Value,4.94
10675363,6067870,Accuracy,4.92
10675363,6067870,Cleanliness,4.92
10675363,6067870,Checkin,4.94
10675363,6067870,Communication,4.96
10675363,6067870,Location,4.9
10675363,6067870,Value,4.85
10728468,55450249,Accuracy,4.97
10728468,55450249,Cleanliness,4.98
10728468,55450249,Checkin,4.98
10728468,55450249,Communication,4.98
10728468,55450249,Location,4.97
10728468,55450249,Value,4.87
10733212,28339583,Accuracy,4.95
10733212,28339583,Cleanliness,4.68
10733212,28339583,Checkin,4.96
10733212,28339583,Communication,4.98
10733212,28339583,Location,4.96
10733212,28339583,Value,4.8
10773688,22764472,Accuracy,4.9
10773688,22764472,Cleanliness,4.74
10773688,22764472,Checkin,4.95
10773688,22764472,Communication,4.97
10773688,22764472,Location,4.76
10773688,22764472,Value,4.8
10773776,24786046,Accuracy,4.95
10773776,24786046,Cleanliness,4.9
10773776,24786046,Checkin,4.97
10773776,24786046,Communication,4.98
10773776,24786046,Location,4.91
10773776,24786046,Value,4.89
10790541,42619492,Accuracy,4.91
10790541,42619492,Cleanliness,4.91
10790541,42619492,Checkin,4.91
10790541,42619492,Communication,5
10790541,42619492,Location,4.91
10790541,42619492,Value,4.91
10835493,53624504,Accuracy,4.93
10835493,53624504,Cleanliness,4.92
10835493,53624504,Checkin,4.97
10835493,53624504,Communication,4.93
10835493,53624504,Location,4.89
10835493,53624504,Value,4.88
10880656,30388246,Accuracy,4.86
10880656,30388246,Cleanliness,4.61
10880656,30388246,Checkin,4.96
10880656,30388246,Communication,4.98
10880656,30388246,Location,4.88
10880656,30388246,Value,4.71
10912040,10558142,Accuracy,4.77
10912040,10558142,Cleanliness,4.72
10912040,10558142,Checkin,4.94
10912040,10558142,Communication,4.96
10912040,10558142,Location,4.86
10912040,10558142,Value,4.7
10949926,49819362,Accuracy,4.96
10949926,49819362,Cleanliness,4.98
10949926,49819362,Checkin,4.99
10949926,49819362,Communication,4.98
10949926,49819362,Location,4.89
10949926,49819362,Value,4.8
10969868,56911340,Accuracy,4.97
10969868,56911340,Cleanliness,4.97
10969868,56911340,Checkin,4.97
10969868,56911340,Communication,4.97
10969868,56911340,Location,4.89
10969868,56911340,Value,4.79
11047227,21021151,Accuracy,4.95
11047227,21021151,Cleanliness,4.97
11047227,21021151,Checkin,4.95
11047227,21021151,Communication,4.93
11047227,21021151,Location,4.95
11047227,21021151,Value,4.87
11069945,57465462,Accuracy,4.95
11069945,57465462,Cleanliness,4.92
11069945,57465462,Checkin,4.94
11069945,57465462,Communication,4.93
11069945,57465462,Location,4.84
11069945,57465462,Value,4.8
11128182,4754874,Accuracy,4.93
11128182,4754874,Cleanliness,4.79
11128182,4754874,Checkin,4.92
11128182,4754874,Communication,4.92
11128182,4754874,Location,4.88
11128182,4754874,Value,4.73
11143024,10320128,Accuracy,4.91
11143024,10320128,Cleanliness,4.88
11143024,10320128,Checkin,4.96
11143024,10320128,Communication,4.97
11143024,10320128,Location,4.8
11143024,10320128,Value,4.85
11282097,58929617,Accuracy,4.82
11282097,58929617,Cleanliness,4.72
11282097,58929617,Checkin,4.8
11282097,58929617,Communication,4.83
11282097,58929617,Location,4.52
11282097,58929617,Value,4.71
11302585,10013531,Accuracy,4.86
11302585,10013531,Cleanliness,4.93
11302585,10013531,Checkin,4.96
11302585,10013531,Communication,4.97
11302585,10013531,Location,4.9
11302585,10013531,Value,4.78
11304405,49894948,Accuracy,4.98
11304405,49894948,Cleanliness,4.99
11304405,49894948,Checkin,4.97
11304405,49894948,Communication,4.98
11304405,49894948,Location,4.91
11304405,49894948,Value,4.93
11308653,58929617,Accuracy,4.65
11308653,58929617,Cleanliness,4.41
11308653,58929617,Checkin,4.71
11308653,58929617,Communication,4.67
11308653,58929617,Location,4.6
11308653,58929617,Value,4.53
11335586,37151043,Accuracy,4.87
11335586,37151043,Cleanliness,4.74
11335586,37151043,Checkin,4.95
11335586,37151043,Communication,4.95
11335586,37151043,Location,4.95
11335586,37151043,Value,4.79
11356904,10013531,Accuracy,4.94
11356904,10013531,Cleanliness,4.87
11356904,10013531,Checkin,4.95
11356904,10013531,Communication,4.95
11356904,10013531,Location,4.95
11356904,10013531,Value,4.8
11392479,57569802,Accuracy,4.95
11392479,57569802,Cleanliness,4.92
11392479,57569802,Checkin,4.98
11392479,57569802,Communication,4.97
11392479,57569802,Location,4.9
11392479,57569802,Value,4.93
11398085,59816374,Accuracy,4.96
11398085,59816374,Cleanliness,4.96
11398085,59816374,Checkin,4.97
11398085,59816374,Communication,4.95
11398085,59816374,Location,4.87
11398085,59816374,Value,4.93
11421714,51115341,Accuracy,4.75
11421714,51115341,Cleanliness,4.63
11421714,51115341,Checkin,4.86
11421714,51115341,Communication,4.87
11421714,51115341,Location,4.93
11421714,51115341,Value,4.72
11433918,4874276,Accuracy,4.7
11433918,4874276,Cleanliness,4.54
11433918,4874276,Checkin,4.76
11433918,4874276,Communication,4.87
11433918,4874276,Location,4.95
11433918,4874276,Value,4.68
11462366,33360,Accuracy,4.94
11462366,33360,Cleanliness,4.92
11462366,33360,Checkin,5
11462366,33360,Communication,5
11462366,33360,Location,4.95
11462366,33360,Value,4.87
11462832,2277537,Accuracy,5
11462832,2277537,Cleanliness,5
11462832,2277537,Checkin,5
11462832,2277537,Communication,5
11462832,2277537,Location,5
11462832,2277537,Value,5
11497199,60543758,Accuracy,4.88
11497199,60543758,Cleanliness,4.82
11497199,60543758,Checkin,4.88
11497199,60543758,Communication,4.77
11497199,60543758,Location,4.78
11497199,60543758,Value,4.83
11498207,60557253,Accuracy,4.95
11498207,60557253,Cleanliness,4.98
11498207,60557253,Checkin,4.98
11498207,60557253,Communication,4.97
11498207,60557253,Location,4.82
11498207,60557253,Value,4.85
11512414,37101658,Accuracy,4.88
11512414,37101658,Cleanliness,4.81
11512414,37101658,Checkin,4.97
11512414,37101658,Communication,4.94
11512414,37101658,Location,4.97
11512414,37101658,Value,4.63
11573287,61141478,Accuracy,4.98
11573287,61141478,Cleanliness,4.96
11573287,61141478,Checkin,4.87
11573287,61141478,Communication,4.96
11573287,61141478,Location,4.93
11573287,61141478,Value,4.91
11601374,47332984,Accuracy,4.93
11601374,47332984,Cleanliness,4.86
11601374,47332984,Checkin,4.98
11601374,47332984,Communication,4.96
11601374,47332984,Location,4.86
11601374,47332984,Value,4.76
11619498,10013531,Accuracy,4.88
11619498,10013531,Cleanliness,4.91
11619498,10013531,Checkin,4.95
11619498,10013531,Communication,4.96
11619498,10013531,Location,4.95
11619498,10013531,Value,4.84
11638111,5478198,Accuracy,4.98
11638111,5478198,Cleanliness,4.97
11638111,5478198,Checkin,4.98
11638111,5478198,Communication,5
11638111,5478198,Location,4.83
11638111,5478198,Value,4.93
11674535,51040817,Accuracy,4.9
11674535,51040817,Cleanliness,4.97
11674535,51040817,Checkin,5
11674535,51040817,Communication,4.88
11674535,51040817,Location,4.94
11674535,51040817,Value,4.71
11697817,59914738,Accuracy,4.92
11697817,59914738,Cleanliness,4.94
11697817,59914738,Checkin,5
11697817,59914738,Communication,4.89
11697817,59914738,Location,4.98
11697817,59914738,Value,4.87
11743748,5548832,Accuracy,4.91
11743748,5548832,Cleanliness,4.82
11743748,5548832,Checkin,4.97
11743748,5548832,Communication,4.96
11743748,5548832,Location,4.85
11743748,5548832,Value,4.89
11845640,10981379,Accuracy,4
11845640,10981379,Cleanliness,5
11845640,10981379,Checkin,4
11845640,10981379,Communication,5
11845640,10981379,Location,4.5
11845640,10981379,Value,4.5
11890234,45680524,Accuracy,4.94
11890234,45680524,Cleanliness,4.77
11890234,45680524,Checkin,4.78
11890234,45680524,Communication,4.88
11890234,45680524,Location,4.96
11890234,45680524,Value,4.85
11892077,28824732,Accuracy,4.86
11892077,28824732,Cleanliness,4.88
11892077,28824732,Checkin,4.92
11892077,28824732,Communication,4.96
11892077,28824732,Location,4.91
11892077,28824732,Value,4.84
11929388,63674214,Accuracy,4.81
11929388,63674214,Cleanliness,4.86
11929388,63674214,Checkin,4.84
11929388,63674214,Communication,4.79
11929388,63674214,Location,4.77
11929388,63674214,Value,4.6
11972509,3074414,Accuracy,4.51
11972509,3074414,Cleanliness,4.56
11972509,3074414,Checkin,4.46
11972509,3074414,Communication,4.38
11972509,3074414,Location,4.36
11972509,3074414,Value,4.05
12011079,63157637,Accuracy,4.97
12011079,63157637,Cleanliness,4.92
12011079,63157637,Checkin,4.99
12011079,63157637,Communication,4.99
12011079,63157637,Location,4.96
12011079,63157637,Value,4.85
12056343,241762,Accuracy,4.94
12056343,241762,Cleanliness,4.94
12056343,241762,Checkin,5
12056343,241762,Communication,5
12056343,241762,Location,4.94
12056343,241762,Value,4.94
12069871,12428846,Accuracy,4.79
12069871,12428846,Cleanliness,4.79
12069871,12428846,Checkin,5
12069871,12428846,Communication,4.94
12069871,12428846,Location,4.85
12069871,12428846,Value,4.85
12111122,51115341,Accuracy,4.39
12111122,51115341,Cleanliness,4.71
12111122,51115341,Checkin,4.87
12111122,51115341,Communication,4.95
12111122,51115341,Location,4.89
12111122,51115341,Value,4.63
12130888,51115341,Accuracy,4.51
12130888,51115341,Cleanliness,4.5
12130888,51115341,Checkin,4.72
12130888,51115341,Communication,4.77
12130888,51115341,Location,4.83
12130888,51115341,Value,4.53
12170734,28878401,Accuracy,4.92
12170734,28878401,Cleanliness,4.75
12170734,28878401,Checkin,4.97
12170734,28878401,Communication,4.94
12170734,28878401,Location,4.97
12170734,28878401,Value,4.87
12185450,10013531,Accuracy,4.92
12185450,10013531,Cleanliness,4.87
12185450,10013531,Checkin,4.91
12185450,10013531,Communication,4.94
12185450,10013531,Location,4.94
12185450,10013531,Value,4.76
12191280,65530409,Accuracy,4.98
12191280,65530409,Cleanliness,4.98
12191280,65530409,Checkin,4.99
12191280,65530409,Communication,4.95
12191280,65530409,Location,4.87
12191280,65530409,Value,4.94
12208188,65653719,Accuracy,4.96
12208188,65653719,Cleanliness,4.97
12208188,65653719,Checkin,4.97
12208188,65653719,Communication,4.99
12208188,65653719,Location,4.86
12208188,65653719,Value,4.93
12212589,19912845,Accuracy,4.9
12212589,19912845,Cleanliness,4.55
12212589,19912845,Checkin,4.95
12212589,19912845,Communication,4.91
12212589,19912845,Location,4.86
12212589,19912845,Value,4.8
12224432,65759888,Accuracy,4.81
12224432,65759888,Cleanliness,4.95
12224432,65759888,Checkin,4.9
12224432,65759888,Communication,4.8
12224432,65759888,Location,4.86
12224432,65759888,Value,4.81
12233882,65832379,Accuracy,4.79
12233882,65832379,Cleanliness,4.87
12233882,65832379,Checkin,4.93
12233882,65832379,Communication,4.9
12233882,65832379,Location,4.73
12233882,65832379,Value,4.62
12246399,3752499,Accuracy,4.92
12246399,3752499,Cleanliness,4.88
12246399,3752499,Checkin,4.88
12246399,3752499,Communication,4.93
12246399,3752499,Location,4.95
12246399,3752499,Value,4.69
12249990,14012754,Accuracy,4.98
12249990,14012754,Cleanliness,4.96
12249990,14012754,Checkin,4.98
12249990,14012754,Communication,4.98
12249990,14012754,Location,4.95
12249990,14012754,Value,4.88
12272813,66111007,Accuracy,4.97
12272813,66111007,Cleanliness,4.99
12272813,66111007,Checkin,4.99
12272813,66111007,Communication,4.99
12272813,66111007,Location,4.96
12272813,66111007,Value,4.93
12290286,48441443,Accuracy,3.75
12290286,48441443,Cleanliness,3
12290286,48441443,Checkin,4.5
12290286,48441443,Communication,4
12290286,48441443,Location,4.5
12290286,48441443,Value,3.25
12343805,4792476,Accuracy,5
12343805,4792476,Cleanliness,4.94
12343805,4792476,Checkin,5
12343805,4792476,Communication,5
12343805,4792476,Location,4.84
12343805,4792476,Value,4.97
12359179,66755146,Accuracy,5
12359179,66755146,Cleanliness,5
12359179,66755146,Checkin,5
12359179,66755146,Communication,5
12359179,66755146,Location,5
12359179,66755146,Value,5
12379796,66909032,Accuracy,5
12379796,66909032,Cleanliness,4.95
12379796,66909032,Checkin,5
12379796,66909032,Communication,4.95
12379796,66909032,Location,4.89
12379796,66909032,Value,4.92
12423091,3394576,Accuracy,4.97
12423091,3394576,Cleanliness,4.9
12423091,3394576,Checkin,5
12423091,3394576,Communication,5
12423091,3394576,Location,4.88
12423091,3394576,Value,4.78
12449616,12420261,Accuracy,4.13
12449616,12420261,Cleanliness,4.38
12449616,12420261,Checkin,4.63
12449616,12420261,Communication,4.63
12449616,12420261,Location,4.25
12449616,12420261,Value,4.25
12456183,67398398,Accuracy,4.85
12456183,67398398,Cleanliness,5
12456183,67398398,Checkin,4.94
12456183,67398398,Communication,4.93
12456183,67398398,Location,4.85
12456183,67398398,Value,4.84
12473960,14012754,Accuracy,4.96
12473960,14012754,Cleanliness,4.94
12473960,14012754,Checkin,4.98
12473960,14012754,Communication,4.97
12473960,14012754,Location,4.93
12473960,14012754,Value,4.8
12495116,119547328,Accuracy,4.96
12495116,119547328,Cleanliness,4.97
12495116,119547328,Checkin,4.98
12495116,119547328,Communication,4.95
12495116,119547328,Location,4.95
12495116,119547328,Value,4.93
12497002,33610698,Accuracy,4.86
12497002,33610698,Cleanliness,4.7
12497002,33610698,Checkin,4.94
12497002,33610698,Communication,4.86
12497002,33610698,Location,4.86
12497002,33610698,Value,4.8
12518952,12677600,Accuracy,4.98
12518952,12677600,Cleanliness,4.98
12518952,12677600,Checkin,5
12518952,12677600,Communication,5
12518952,12677600,Location,5
12518952,12677600,Value,4.79
12566321,41431186,Accuracy,5
12566321,41431186,Cleanliness,5
12566321,41431186,Checkin,5
12566321,41431186,Communication,5
12566321,41431186,Location,4.98
12566321,41431186,Value,4.97
12573882,68186108,Accuracy,4.94
12573882,68186108,Cleanliness,4.97
12573882,68186108,Checkin,4.97
12573882,68186108,Communication,4.97
12573882,68186108,Location,4.9
12573882,68186108,Value,4.89
12601662,68385710,Accuracy,4.95
12601662,68385710,Cleanliness,4.96
12601662,68385710,Checkin,4.94
12601662,68385710,Communication,4.96
12601662,68385710,Location,4.94
12601662,68385710,Value,4.83
12605930,26079258,Accuracy,4.95
12605930,26079258,Cleanliness,4.97
12605930,26079258,Checkin,4.97
12605930,26079258,Communication,4.99
12605930,26079258,Location,4.88
12605930,26079258,Value,4.88
12625278,16718874,Accuracy,4.89
12625278,16718874,Cleanliness,4.79
12625278,16718874,Checkin,4.88
12625278,16718874,Communication,4.83
12625278,16718874,Location,4.93
12625278,16718874,Value,4.79
12649999,10013531,Accuracy,4.91
12649999,10013531,Cleanliness,4.86
12649999,10013531,Checkin,4.94
12649999,10013531,Communication,4.95
12649999,10013531,Location,4.94
12649999,10013531,Value,4.69
12704096,29517730,Accuracy,4.96
12704096,29517730,Cleanliness,4.96
12704096,29517730,Checkin,4.96
12704096,29517730,Communication,4.96
12704096,29517730,Location,4.87
12704096,29517730,Value,4.91
12708859,61853491,Accuracy,4.87
12708859,61853491,Cleanliness,4.95
12708859,61853491,Checkin,4.89
12708859,61853491,Communication,4.87
12708859,61853491,Location,4.59
12708859,61853491,Value,4.62
12730043,17982106,Accuracy,4.99
12730043,17982106,Cleanliness,4.9
12730043,17982106,Checkin,4.88
12730043,17982106,Communication,4.93
12730043,17982106,Location,4.93
12730043,17982106,Value,4.96
12740637,10981379,Accuracy,4.6
12740637,10981379,Cleanliness,4.8
12740637,10981379,Checkin,4.8
12740637,10981379,Communication,5
12740637,10981379,Location,5
12740637,10981379,Value,4.8
12786096,63674214,Accuracy,4.8
12786096,63674214,Cleanliness,4.8
12786096,63674214,Checkin,4.88
12786096,63674214,Communication,4.88
12786096,63674214,Location,4.88
12786096,63674214,Value,4.7
12798217,31404048,Accuracy,4.95
12798217,31404048,Cleanliness,5
12798217,31404048,Checkin,4.99
12798217,31404048,Communication,5
12798217,31404048,Location,4.96
